Gene_name,Ensemble_id,Protein_ensembl_id,Locus
GAS1,ENSCAFG00845005091,ENSCAFP00845007195.1,1:73232145:73236075:1
TUT7,ENSCAFG00845005138,ENSCAFP00845007300.1,1:73707226:73771495:1
ISCA1,ENSCAFG00845005203,ENSCAFP00845007317.1,1:73775329:73833308:1
C9orf153,ENSCAFG00845005214,ENSCAFP00845007322.1,1:73827474:73832275:1
GOLM1,ENSCAFG00845005231,ENSCAFP00845007336.1,1:73851888:73962465:1
NAA35,ENSCAFG00845005251,ENSCAFP00845007346.1,1:73963770:74069748:-1
AGTPBP1,ENSCAFG00845005286,ENSCAFP00845007383.1,1:74158415:74336496:1
NTRK2,ENSCAFG00845005371,ENSCAFP00845007504.1,1:74755371:75083341:-1
SLC28A3,ENSCAFG00845005455,ENSCAFP00845007664.1,1:75342584:75512258:1
HNRNPK,ENSCAFG00845005598,ENSCAFP00845007784.1,1:75800673:75812816:1
QNG1,ENSCAFG00845005648,ENSCAFP00845007815.1,1:75827782:75840073:1
KIF27,ENSCAFG00845005776,ENSCAFP00845008196.1,1:75854799:75939183:1
GKAP1,ENSCAFG00845006032,ENSCAFP00845008440.1,1:75976367:76063025:1
UBQLN1,ENSCAFG00845006162,ENSCAFP00845008584.1,1:76068562:76139333:1
IDNK,ENSCAFG00845006259,ENSCAFP00845008712.1,1:76125375:76138188:-1
FRMD3,ENSCAFG00845006384,ENSCAFP00845009184.1,1:76199083:76492049:1
RASEF,ENSCAFG00845006700,ENSCAFP00845009455.1,1:76700214:76775828:1
TLE1,ENSCAFG00845007046,ENSCAFP00845009955.1,1:77890748:77976812:1
TLE4,ENSCAFG00845007658,ENSCAFP00845010975.1,1:79540566:79683515:-1
PSAT1,ENSCAFG00845008158,ENSCAFP00845011172.1,1:80788929:80821265:-1
CEP78,ENSCAFG00845008575,ENSCAFP00845012984.1,1:80849187:80881889:-1
GNAQ,ENSCAFG00845009564,ENSCAFP00845013101.1,1:81038965:81343028:1
GNA14,ENSCAFG00845009597,ENSCAFP00845013173.1,1:81405466:81590428:1
VPS13A,ENSCAFG00845009740,ENSCAFP00845013875.1,1:81604884:81839239:-1
FOXB2,ENSCAFG00845010290,ENSCAFP00845014106.1,1:81956149:81957451:-1
PRUNE2,ENSCAFG00845010363,ENSCAFP00845014739.1,1:82058467:82315621:1
GCNT1,ENSCAFG00845010790,ENSCAFP00845014895.1,1:82401309:82433242:-1
RFK,ENSCAFG00845010840,ENSCAFP00845014954.1,1:82478451:82487514:1
PCSK5,ENSCAFG00845010995,ENSCAFP00845015858.1,1:82506865:82963633:-1
NMRK1,ENSCAFG00845011585,ENSCAFP00845016242.1,1:83591181:83615907:1
CARNMT1,ENSCAFG00845011707,ENSCAFP00845016290.1,1:83638583:83679918:1
C1H9orf40,ENSCAFG00845011724,ENSCAFP00845016320.1,1:83694519:83699313:1
TRPM6,ENSCAFG00845011822,ENSCAFP00845017145.1,1:83740157:83887142:1
RORB,ENSCAFG00845012330,ENSCAFP00845017274.1,1:83921418:84116545:-1
ANXA1,ENSCAFG00845000040,ENSCAFP00845000044.1,1:85194252:85213101:-1
ALDH1A1,ENSCAFG00845000042,ENSCAFP00845000056.1,1:85390359:85444756:1
TMC1,ENSCAFG00845000046,ENSCAFP00845000060.1,1:85491543:85637265:-1
ZFAND5,ENSCAFG00845000056,ENSCAFP00845000070.1,1:85871694:85878925:1
GDA,ENSCAFG00845000069,ENSCAFP00845000107.1,1:85936846:86132041:-1
C1H9orf85,ENSCAFG00845000099,ENSCAFP00845000128.1,1:86196853:86257503:-1
ABHD17B,ENSCAFG00845000123,ENSCAFP00845000145.1,1:86302239:86343493:1
CEMIP2,ENSCAFG00845000165,ENSCAFP00845000211.1,1:86395687:86473661:1
TRPM3,ENSCAFG00845000414,ENSCAFP00845000690.1,1:86695267:87570615:1
KLF9,ENSCAFG00845000628,ENSCAFP00845000775.1,1:87660921:87683173:1
SMC5,ENSCAFG00845000666,ENSCAFP00845000840.1,1:87744102:87837180:-1
MAMDC2,ENSCAFG00845000707,ENSCAFP00845000899.1,1:87855514:88001528:-1
CFAP95,ENSCAFG00845000762,ENSCAFP00845000965.1,1:88117511:88209962:-1
PTAR1,ENSCAFG00845000783,ENSCAFP00845001013.1,1:88254902:88304455:1
APBA1,ENSCAFG00845000845,ENSCAFP00845001119.1,1:88335276:88532244:1
ENTREP1,ENSCAFG00845000882,ENSCAFP00845001183.1,1:88549331:88616233:-1
TJP2,ENSCAFG00845001062,ENSCAFP00845001771.1,1:88673964:88778196:-1
FXN,ENSCAFG00845001342,ENSCAFP00845001831.1,1:88835319:88857379:-1
PIP5K1B,ENSCAFG00845001394,ENSCAFP00845001932.1,1:88905297:89171398:-1
TMEM252,ENSCAFG00845001485,ENSCAFP00845002017.1,1:89364251:89368533:1
PGM5,ENSCAFG00845001506,ENSCAFP00845002087.1,1:89373603:89562971:-1
ZNG1,ENSCAFG00845001577,ENSCAFP00845002189.1,1:89613461:89670926:-1
DOCK8,ENSCAFG00845001647,ENSCAFP00845002520.1,1:89700852:89928963:1
KANK1,ENSCAFG00845001908,ENSCAFP00845002711.1,1:89960542:90168925:1
DMRT1,ENSCAFG00845001983,ENSCAFP00845002759.1,1:90227651:90338531:1
DMRT3,ENSCAFG00845002003,ENSCAFP00845002770.1,1:90346566:90360657:1
DMRT2,ENSCAFG00845002026,ENSCAFP00845002815.1,1:90423482:90433354:1
SMARCA2,ENSCAFG00845002161,ENSCAFP00845003227.1,1:91270958:91431021:1
VLDLR,ENSCAFG00845002345,ENSCAFP00845003381.1,1:91786011:91818969:1
KCNV2,ENSCAFG00845002424,ENSCAFP00845003408.1,1:91883005:91894914:1
PUM3,ENSCAFG00845002440,ENSCAFP00845003431.1,1:91937940:91982635:-1
RFX3,ENSCAFG00845002562,ENSCAFP00845003873.1,1:92324462:92608734:-1
GLIS3,ENSCAFG00845002759,ENSCAFP00845003910.1,1:92829076:93272131:-1
SLC1A1,ENSCAFG00845002818,ENSCAFP00845003979.1,1:93451890:93532204:1
SPATA6L,ENSCAFG00845002856,ENSCAFP00845004087.1,1:93548939:93595879:-1
PLPP6,ENSCAFG00845002916,ENSCAFP00845004098.1,1:93591301:93592430:1
CDC37L1,ENSCAFG00845015553,ENSCAFP00845021862.1,1:93591479:93639447:1
AK3,ENSCAFG00845015626,ENSCAFP00845021955.1,1:93641365:93661846:-1
RCL1,ENSCAFG00845015728,ENSCAFP00845022105.1,1:93699314:93758830:1
JAK2,ENSCAFG00845015887,ENSCAFP00845022298.1,1:93877223:93990814:1
INSL6,ENSCAFG00845016024,ENSCAFP00845022412.1,1:94011677:94028449:-1
RLN2,ENSCAFG00845016044,ENSCAFP00845022450.1,1:94054122:94066884:-1
PLGRKT,ENSCAFG00845016070,ENSCAFP00845022494.1,1:94077217:94129344:-1
CD274,ENSCAFG00845016107,ENSCAFP00845022593.1,1:94139342:94159596:1
PDCD1LG2,ENSCAFG00845016232,ENSCAFP00845022756.1,1:94185806:94254813:1
RIC1,ENSCAFG00845016384,ENSCAFP00845022969.1,1:94287833:94435402:1
ERMP1,ENSCAFG00845016712,ENSCAFP00845023456.1,1:94437994:94549556:-1
ROR2,ENSCAFG00845017326,ENSCAFP00845024196.1,1:95696094:95881726:1
AUH,ENSCAFG00845017695,ENSCAFP00845024922.1,1:96148209:96308147:1
SYK,ENSCAFG00845018106,ENSCAFP00845025463.1,1:96506227:96590524:-1
DIRAS2,ENSCAFG00845018468,ENSCAFP00845025565.1,1:96660788:96685608:1
GADD45G,ENSCAFG00845018559,ENSCAFP00845025713.1,1:97346690:97348226:-1
SEMA4D,ENSCAFG00845018763,ENSCAFP00845026339.1,1:97432132:97490753:1
SECISBP2,ENSCAFG00845019299,ENSCAFP00845027281.1,1:97491664:97539349:-1
CKS2,ENSCAFG00845019881,ENSCAFP00845027424.1,1:97540726:97545660:-1
SHC3,ENSCAFG00845019951,ENSCAFP00845027551.1,1:97605067:97706768:1
S1PR3,ENSCAFG00845020161,ENSCAFP00845027776.1,1:97714525:97725557:-1
NXNL2,ENSCAFG00845020188,ENSCAFP00845027817.1,1:97939240:97946544:-1
SPIN1,ENSCAFG00845020218,ENSCAFP00845027860.1,1:97965030:98038858:-1
CDK20,ENSCAFG00845020367,ENSCAFP00845029000.1,1:98234314:98319825:1
ZNF169,ENSCAFG00845021431,ENSCAFP00845029650.1,1:98428252:98471223:-1
PTPDC1,ENSCAFG00845021599,ENSCAFP00845029995.1,1:98561622:98619511:-1
BARX1,ENSCAFG00845021794,ENSCAFP00845030099.1,1:98654080:98657631:1
PHF2,ENSCAFG00845021923,ENSCAFP00845030451.1,1:98805308:98872314:-1
FAM120A,ENSCAFG00845022198,ENSCAFP00845030698.1,1:98883781:98969662:-1
WNK2,ENSCAFG00845022409,ENSCAFP00845032797.1,1:99049658:99151162:-1
CARD19,ENSCAFG00845023862,ENSCAFP00845033039.1,1:99199376:99212023:-1
SUSD3,ENSCAFG00845023954,ENSCAFP00845033247.1,1:99217308:99231248:-1
FGD3,ENSCAFG00845024093,ENSCAFP00845033348.1,1:99241433:99271747:-1
BICD2,ENSCAFG00845024242,ENSCAFP00845033613.1,1:99313979:99353078:1
IPPK,ENSCAFG00845024335,ENSCAFP00845033697.1,1:99376665:99417687:1
CENPP,ENSCAFG00845024441,ENSCAFP00845034010.1,1:99396221:99636272:-1
ECM2,ENSCAFG00845024633,ENSCAFP00845034150.1,1:99448992:99481691:1
ASPN,ENSCAFG00845024776,ENSCAFP00845034348.1,1:99498486:99545678:1
OMD,ENSCAFG00845024885,ENSCAFP00845034418.1,1:99540377:99548286:1
OGN,ENSCAFG00845024930,ENSCAFP00845034474.1,1:99555767:99627336:1
NOL8,ENSCAFG00845000064,ENSCAFP00845000089.1,1:99636860:99660396:1
IARS1,ENSCAFG00845000092,ENSCAFP00845000134.1,1:99662051:99730810:1
ZNF484,ENSCAFG00845000133,ENSCAFP00845000151.1,1:99747882:99784307:1
MFSD14B,ENSCAFG00845000145,ENSCAFP00845000167.1,1:99818717:99887797:-1
UBE2M,ENSCAFG00845000200,ENSCAFP00845000214.1,1:100015099:100017619:1
CHMP2A,ENSCAFG00845000206,ENSCAFP00845000219.1,1:100019386:100021348:1
TRIM28,ENSCAFG00845000223,ENSCAFP00845000250.1,1:100022039:100028984:-1
ZBTB45,ENSCAFG00845000308,ENSCAFP00845000387.1,1:100041886:100056901:1
ZNF132,ENSCAFG00845000466,ENSCAFP00845000553.1,1:100127129:100139564:1
ZNF584,ENSCAFG00845000577,ENSCAFP00845000707.1,1:100158787:100168531:-1
RNF225,ENSCAFG00845000592,ENSCAFP00845000726.1,1:100196939:100197941:-1
RPS5,ENSCAFG00845000625,ENSCAFP00845000788.1,1:100199458:100205037:-1
A1BG,ENSCAFG00845000689,ENSCAFP00845000871.1,1:100230260:100248034:1
ZSCAN22,ENSCAFG00845000715,ENSCAFP00845000896.1,1:100249832:100261674:-1
ZNF8,ENSCAFG00845000741,ENSCAFP00845000932.1,1:100283176:100295926:-1
ZNF274,ENSCAFG00845000793,ENSCAFP00845001028.1,1:100337631:100359785:-1
ZNF329,ENSCAFG00845000821,ENSCAFP00845001046.1,1:100389751:100406877:1
ZSCAN18,ENSCAFG00845000849,ENSCAFP00845001096.1,1:100440759:100454587:1
ZNF135,ENSCAFG00845000856,ENSCAFP00845001112.1,1:100460150:100469899:-1
ZSCAN1,ENSCAFG00845000863,ENSCAFP00845001128.1,1:100476148:100493376:-1
ZNF606,ENSCAFG00845000879,ENSCAFP00845001150.1,1:100536027:100558442:1
C1H19orf18,ENSCAFG00845000894,ENSCAFP00845001192.1,1:100570524:100582514:1
ZSCAN4,ENSCAFG00845001217,ENSCAFP00845001636.1,1:101124431:101127465:-1
ZNF772,ENSCAFG00845001309,ENSCAFP00845001806.1,1:101284619:101289413:1
ZNF304,ENSCAFG00845001438,ENSCAFP00845001964.1,1:101386359:101415604:-1
AURKC,ENSCAFG00845001500,ENSCAFP00845002052.1,1:101480549:101483959:-1
ZNF460,ENSCAFG00845001525,ENSCAFP00845002091.1,1:101496280:101512893:-1
PEG3,ENSCAFG00845000050,ENSCAFP00845000068.1,1:101742089:101774245:1
ZIM2,ENSCAFG00845000065,ENSCAFP00845000077.1,1:101814663:101831660:1
OR6Z1,ENSCAFG00845000070,ENSCAFP00845000087.1,1:101912808:101913935:1
OR6Z3,ENSCAFG00845000074,ENSCAFP00845000093.1,1:101929095:101930539:1
OR6Z1,ENSCAFG00845000082,ENSCAFP00845000106.1,1:101955302:101956428:-1
ZNF835,ENSCAFG00845000101,ENSCAFP00845000129.1,1:102000368:102006096:1
SMIM17,ENSCAFG00845000107,ENSCAFP00845000137.1,1:102010681:102031352:-1
ZNF71,ENSCAFG00845000138,ENSCAFP00845000159.1,1:102050659:102069027:-1
ZFP28,ENSCAFG00845000162,ENSCAFP00845000187.1,1:102075338:102093129:-1
ZFP28,ENSCAFG00845000178,ENSCAFP00845000195.1,1:102101606:102121465:-1
ZNF667,ENSCAFG00845000211,ENSCAFP00845000238.1,1:102194968:102275949:-1
ZNF583,ENSCAFG00845000230,ENSCAFP00845000247.1,1:102220488:102238388:1
EDDM13,ENSCAFG00845000251,ENSCAFP00845000258.1,1:102315099:102347903:-1
GALP,ENSCAFG00845000284,ENSCAFP00845000299.1,1:102367784:102373152:-1
ZNF444,ENSCAFG00845000307,ENSCAFP00845000321.1,1:102390177:102401656:-1
ZNF787,ENSCAFG00845000329,ENSCAFP00845000348.1,1:102419995:102445096:1
NLRP5,ENSCAFG00845000354,ENSCAFP00845000382.1,1:102459948:102489156:-1
NLRP8,ENSCAFG00845000380,ENSCAFP00845000410.1,1:102501910:102523580:-1
NLRP9,ENSCAFG00845000421,ENSCAFP00845000480.1,1:102667477:102690272:-1
RFPL4A,ENSCAFG00845000435,ENSCAFP00845000498.1,1:102707975:102710190:1
EPN1,ENSCAFG00845000457,ENSCAFP00845000540.1,1:102712495:102727223:-1
U2AF2,ENSCAFG00845000480,ENSCAFP00845000574.1,1:102727692:102744903:-1
CCDC106,ENSCAFG00845000503,ENSCAFP00845000625.1,1:102745317:102749837:-1
ZNF581,ENSCAFG00845000533,ENSCAFP00845000639.1,1:102750723:102753266:-1
ZNF580,ENSCAFG00845000543,ENSCAFP00845000656.1,1:102753803:102754319:-1
ZNF784,ENSCAFG00845000563,ENSCAFP00845000681.1,1:102769508:102772832:1
ZNF865,ENSCAFG00845000576,ENSCAFP00845000691.1,1:102775420:102778609:-1
ZNF524,ENSCAFG00845000585,ENSCAFP00845000715.1,1:102786260:102787052:-1
FIZ1,ENSCAFG00845000597,ENSCAFP00845000740.1,1:102790095:102795204:1
ZNF579,ENSCAFG00845000616,ENSCAFP00845000761.1,1:102803109:102806315:1
SBK3,ENSCAFG00845000647,ENSCAFP00845000816.1,1:102830591:102842750:1
SSC5D,ENSCAFG00845000712,ENSCAFP00845000954.1,1:102848763:102874616:-1
NAT14,ENSCAFG00845000780,ENSCAFP00845000992.1,1:102875658:102878827:-1
ZNF628,ENSCAFG00845000792,ENSCAFP00845001008.1,1:102878733:102885280:-1
C1H19orf85,ENSCAFG00845000804,ENSCAFP00845001024.1,1:102892881:102898484:1
ISOC2,ENSCAFG00845000836,ENSCAFP00845001080.1,1:102900170:102906907:1
SHISA7,ENSCAFG00845000868,ENSCAFP00845001160.1,1:102905125:102925247:1
UBE2S,ENSCAFG00845000896,ENSCAFP00845001185.1,1:102936347:102940651:1
RPL28,ENSCAFG00845000924,ENSCAFP00845001231.1,1:102955019:102958034:-1
TMEM238,ENSCAFG00845000936,ENSCAFP00845001256.1,1:102959974:102960502:1
TMEM190,ENSCAFG00845000949,ENSCAFP00845001281.1,1:102963767:102965001:-1
IL11,ENSCAFG00845000969,ENSCAFP00845001306.1,1:102965690:102972548:1
PPP6R1,ENSCAFG00845001030,ENSCAFP00845001453.1,1:102973589:103144307:1
GARIN5B,ENSCAFG00845001095,ENSCAFP00845001479.1,1:102973993:102980807:1
COX6B2,ENSCAFG00845001124,ENSCAFP00845001512.1,1:102980650:102983647:1
KMT5C,ENSCAFG00845001159,ENSCAFP00845001569.1,1:102986611:102995188:-1
TMEM150B,ENSCAFG00845001187,ENSCAFP00845001599.1,1:103013147:103021966:1
BRSK1,ENSCAFG00845001216,ENSCAFP00845001660.1,1:103020111:103038435:-1
HSPBP1,ENSCAFG00845001263,ENSCAFP00845001742.1,1:103035814:103055553:1
PPP6R1,ENSCAFG00845001308,ENSCAFP00845001834.1,1:103059498:103080394:1
TMEM86B,ENSCAFG00845001370,ENSCAFP00845001867.1,1:103081630:103083403:1
PTPRH,ENSCAFG00845001446,ENSCAFP00845002116.1,1:103094041:103109986:1
SYT5,ENSCAFG00845001583,ENSCAFP00845002207.1,1:103109987:103117323:1
DNAAF3,ENSCAFG00845001634,ENSCAFP00845002264.1,1:103122037:103128184:1
PPP1R12C,ENSCAFG00845001670,ENSCAFP00845002331.1,1:103148636:103169594:1
EPS8L1,ENSCAFG00845001717,ENSCAFP00845002424.1,1:103171712:103182486:-1
RDH13,ENSCAFG00845001782,ENSCAFP00845002519.1,1:103192924:103207630:1
GP6,ENSCAFG00845001852,ENSCAFP00845002608.1,1:103252323:103280350:1
NCR1,ENSCAFG00845002000,ENSCAFP00845002812.1,1:103352594:103356966:-1
CDC42EP5,ENSCAFG00845002147,ENSCAFP00845002985.1,1:103487754:103488216:1
LENG8,ENSCAFG00845002168,ENSCAFP00845003018.1,1:103490543:103502303:-1
TTYH1,ENSCAFG00845002213,ENSCAFP00845003120.1,1:103506329:103521793:-1
LAIR1,ENSCAFG00845002261,ENSCAFP00845003152.1,1:103559655:103567133:1
TFPT,ENSCAFG00845002426,ENSCAFP00845003427.1,1:103634714:103640864:1
TSEN34,ENSCAFG00845003713,ENSCAFP00845005285.1,1:103666759:103672774:-1
MBOAT7,ENSCAFG00845003743,ENSCAFP00845005331.1,1:103673191:103685536:1
TMC4,ENSCAFG00845003765,ENSCAFP00845005354.1,1:103685742:103699502:1
LENG1,ENSCAFG00845003822,ENSCAFP00845005459.1,1:103698606:103702825:1
CNOT3,ENSCAFG00845003854,ENSCAFP00845005516.1,1:103702789:103715996:-1
PRPF31,ENSCAFG00845003884,ENSCAFP00845005600.1,1:103718774:103737059:-1
TFPT,ENSCAFG00845003906,ENSCAFP00845005608.1,1:103735932:103743780:1
NDUFA3,ENSCAFG00845003928,ENSCAFP00845005640.1,1:103743824:103746061:-1
OSCAR,ENSCAFG00845003942,ENSCAFP00845005662.1,1:103746999:103752155:1
VSTM1,ENSCAFG00845004113,ENSCAFP00845005846.1,1:103847180:103864705:1
CACNG6,ENSCAFG00845004143,ENSCAFP00845005873.1,1:103877485:103893318:-1
CACNG8,ENSCAFG00845004160,ENSCAFP00845005880.1,1:103900217:103913241:-1
CACNG7,ENSCAFG00845004174,ENSCAFP00845005909.1,1:103927027:103945767:-1
PRKCG,ENSCAFG00845004184,ENSCAFP00845005950.1,1:103950020:103967324:-1
MYADM,ENSCAFG00845004207,ENSCAFP00845005967.1,1:103970646:103977121:-1
NLRP12,ENSCAFG00845004231,ENSCAFP00845006016.1,1:104026629:104058744:1
DPRX,ENSCAFG00845004262,ENSCAFP00845006059.1,1:104122803:104131359:-1
ZNF331,ENSCAFG00845004301,ENSCAFP00845006145.1,1:104158064:104249934:-1
PPP2R1A,ENSCAFG00845004686,ENSCAFP00845006595.1,1:105481753:105522572:-1
ZNF615,ENSCAFG00845004748,ENSCAFP00845006738.1,1:105630423:105737074:-1
ZNF432,ENSCAFG00845004775,ENSCAFP00845006759.1,1:105687643:105703201:-1
FPR2,ENSCAFG00845004824,ENSCAFP00845006814.1,1:105855488:105856544:-1
HAS1,ENSCAFG00845004835,ENSCAFP00845006833.1,1:105885955:105895628:1
SPACA6,ENSCAFG00845004847,ENSCAFP00845006848.1,1:105901343:105909988:-1
ZNF175,ENSCAFG00845004911,ENSCAFP00845006922.1,1:106012004:106029202:-1
C1H19orf84,ENSCAFG00845004975,ENSCAFP00845007006.1,1:106099451:106102410:1
LIM2,ENSCAFG00845004984,ENSCAFP00845007015.1,1:106102709:106109141:1
NKG7,ENSCAFG00845004993,ENSCAFP00845007045.1,1:106117042:106119057:1
CLDND2,ENSCAFG00845014262,ENSCAFP00845020081.1,1:106119989:106121672:1
ETFB,ENSCAFG00845014284,ENSCAFP00845020122.1,1:106121286:106137669:1
VSIG10L,ENSCAFG00845014303,ENSCAFP00845020146.1,1:106140356:106147234:1
IGLON5,ENSCAFG00845014322,ENSCAFP00845020196.1,1:106150269:106166341:-1
SIGLECL1,ENSCAFG00845014359,ENSCAFP00845020256.1,1:106193842:106198116:-1
CEACAM18,ENSCAFG00845014530,ENSCAFP00845020510.1,1:106270382:106279658:1
CTU1,ENSCAFG00845014622,ENSCAFP00845020622.1,1:106304315:106310133:1
KLK14,ENSCAFG00845014650,ENSCAFP00845020688.1,1:106321532:106325935:1
KLK12,ENSCAFG00845014716,ENSCAFP00845020799.1,1:106336154:106343855:1
KLK12,ENSCAFG00845014809,ENSCAFP00845020926.1,1:106357757:106362013:1
KLK11,ENSCAFG00845014896,ENSCAFP00845021072.1,1:106362915:106367604:1
KLK10,ENSCAFG00845014999,ENSCAFP00845021138.1,1:106369169:106373041:1
KLK9,ENSCAFG00845015056,ENSCAFP00845021250.1,1:106376951:106382511:1
KLK8,ENSCAFG00845015164,ENSCAFP00845021365.1,1:106383022:106389606:1
KLK7,ENSCAFG00845015235,ENSCAFP00845021391.1,1:106400434:106403750:1
KLK6,ENSCAFG00845015332,ENSCAFP00845021637.1,1:106406668:106433683:1
KLK4,ENSCAFG00845015443,ENSCAFP00845021667.1,1:106462879:106466736:1
KLK2,ENSCAFG00845015496,ENSCAFP00845021773.1,1:106493213:106549383:-1
KLK15,ENSCAFG00845015559,ENSCAFP00845021844.1,1:106514789:106519584:1
KLK1,ENSCAFG00845015652,ENSCAFP00845022043.1,1:106520715:106540357:1
ACP4,ENSCAFG00845015991,ENSCAFP00845022391.1,1:106563985:106568222:-1
SMIM47,ENSCAFG00845016037,ENSCAFP00845022435.1,1:106571169:106571599:1
CLEC11A,ENSCAFG00845016066,ENSCAFP00845022492.1,1:106590156:106592405:-1
SHANK1,ENSCAFG00845016142,ENSCAFP00845022744.1,1:106598770:106640573:1
C1H19orf81,ENSCAFG00845016320,ENSCAFP00845022808.1,1:106643363:106650610:-1
SYT3,ENSCAFG00845016366,ENSCAFP00845022853.1,1:106657418:106672863:1
LRRC4B,ENSCAFG00845016450,ENSCAFP00845022940.1,1:106718760:106740420:1
ASPDH,ENSCAFG00845016480,ENSCAFP00845023004.1,1:106743453:106745751:1
JOSD2,ENSCAFG00845016676,ENSCAFP00845023235.1,1:106746243:106749846:1
EMC10,ENSCAFG00845016751,ENSCAFP00845023338.1,1:106764510:106772195:-1
GARIN5A,ENSCAFG00845016813,ENSCAFP00845023403.1,1:106772462:106777383:1
MYBPC2,ENSCAFG00845016972,ENSCAFP00845023600.1,1:106777889:106803762:-1
SPIB,ENSCAFG00845017110,ENSCAFP00845023841.1,1:106805445:106812766:-1
NAPSA,ENSCAFG00845017555,ENSCAFP00845025261.1,1:106829580:106896644:1
NR1H2,ENSCAFG00845018363,ENSCAFP00845025499.1,1:106843780:106850221:-1
KCNC3,ENSCAFG00845018511,ENSCAFP00845025696.1,1:106876947:106889808:1
MYH14,ENSCAFG00845018757,ENSCAFP00845026670.1,1:106893608:106977223:-1
IZUMO2,ENSCAFG00845019482,ENSCAFP00845026939.1,1:107023924:107035807:1
ZNF473,ENSCAFG00845019606,ENSCAFP00845027119.1,1:107071726:107085043:-1
VRK3,ENSCAFG00845019785,ENSCAFP00845027532.1,1:107085491:107122705:1
ATF5,ENSCAFG00845020078,ENSCAFP00845027690.1,1:107153128:107157813:-1
IL4I1,ENSCAFG00845020119,ENSCAFP00845027786.1,1:107157642:107194884:1
NUP62,ENSCAFG00845020207,ENSCAFP00845027829.1,1:107157674:107182663:1
TBC1D17,ENSCAFG00845020253,ENSCAFP00845028082.1,1:107195161:107207478:-1
AKT1S1,ENSCAFG00845020448,ENSCAFP00845028256.1,1:107207782:107216282:1
PNKP,ENSCAFG00845020569,ENSCAFP00845028582.1,1:107216019:107223660:1
PTOV1,ENSCAFG00845020796,ENSCAFP00845028728.1,1:107223896:107232707:-1
MED25,ENSCAFG00845020944,ENSCAFP00845029298.1,1:107244581:107261159:-1
TSKS,ENSCAFG00845021309,ENSCAFP00845029618.1,1:107268736:107273513:1
AP2A1,ENSCAFG00845021617,ENSCAFP00845030220.1,1:107272754:107305845:-1
TSKS,ENSCAFG00845022049,ENSCAFP00845030541.1,1:107312066:107327290:1
CPT1C,ENSCAFG00845022213,ENSCAFP00845030986.1,1:107342846:107373187:-1
ADM5,ENSCAFG00845022542,ENSCAFP00845031164.1,1:107369376:107370254:-1
PRMT1,ENSCAFG00845022617,ENSCAFP00845031626.1,1:107371448:107381410:-1
BCL2L12,ENSCAFG00845023183,ENSCAFP00845032166.1,1:107387030:107393829:-1
IRF3,ENSCAFG00845023315,ENSCAFP00845032328.1,1:107394686:107400506:1
SCAF1,ENSCAFG00845023416,ENSCAFP00845032412.1,1:107401630:107415218:-1
RRAS,ENSCAFG00845023497,ENSCAFP00845032563.1,1:107416877:107420685:1
PRR12,ENSCAFG00845023579,ENSCAFP00845032673.1,1:107425270:107449162:-1
PRRG2,ENSCAFG00845023671,ENSCAFP00845032825.1,1:107452318:107458086:-1
NOSIP,ENSCAFG00845023744,ENSCAFP00845032891.1,1:107458106:107480223:1
RCN3,ENSCAFG00845023834,ENSCAFP00845033003.1,1:107486832:107501955:-1
FCGRT,ENSCAFG00845023878,ENSCAFP00845033062.1,1:107502843:107511442:-1
RPS11,ENSCAFG00845023961,ENSCAFP00845033221.1,1:107520325:107523118:-1
RPL13A,ENSCAFG00845024086,ENSCAFP00845033402.1,1:107530250:107534330:-1
FLT3LG,ENSCAFG00845024253,ENSCAFP00845033620.1,1:107535285:107545011:-1
ALDH16A1,ENSCAFG00845024360,ENSCAFP00845033997.1,1:107552229:107566414:-1
PIH1D1,ENSCAFG00845024664,ENSCAFP00845034325.1,1:107565762:107571345:1
SLC17A7,ENSCAFG00845024908,ENSCAFP00845034541.1,1:107574335:107584513:1
GFY,ENSCAFG00845025048,ENSCAFP00845034640.1,1:107584624:107588221:-1
PTH2,ENSCAFG00845025155,ENSCAFP00845034776.1,1:107589120:107590611:1
KASH5,ENSCAFG00845025192,ENSCAFP00845034844.1,1:107594086:107617934:-1
DKKL1,ENSCAFG00845000090,ENSCAFP00845000121.1,1:107630265:107634131:-1
TEAD2,ENSCAFG00845000111,ENSCAFP00845000142.1,1:107635409:107650874:1
TRPM4,ENSCAFG00845000181,ENSCAFP00845000202.1,1:107678344:107828249:-1
SLC6A16,ENSCAFG00845000203,ENSCAFP00845000218.1,1:107682618:107710319:1
HRC,ENSCAFG00845000247,ENSCAFP00845000256.1,1:107811394:107833766:1
PPFIA3,ENSCAFG00845000286,ENSCAFP00845000313.1,1:107833776:107856389:-1
LIN7B,ENSCAFG00845000340,ENSCAFP00845000366.1,1:107857484:107861164:-1
SNRNP70,ENSCAFG00845000372,ENSCAFP00845000407.1,1:107865360:107881086:-1
KCNA7,ENSCAFG00845000399,ENSCAFP00845000425.1,1:107892248:107894611:1
NTF4,ENSCAFG00845000410,ENSCAFP00845000449.1,1:107895848:107901548:1
RUVBL2,ENSCAFG00845000439,ENSCAFP00845000507.1,1:107908892:107925182:-1
GYS1,ENSCAFG00845000463,ENSCAFP00845000562.1,1:107925735:107941952:1
FTL,ENSCAFG00845000481,ENSCAFP00845000573.1,1:107943144:107944610:-1
BAX,ENSCAFG00845000500,ENSCAFP00845000609.1,1:107947429:107951107:-1
